company,car_name,car_prices_in_rupee,kms_driven,fuel_type,transmission,ownership,manufacture,engine,Seats
Toyota,Corolla AE,170000.0,120000,Petrol,Manual,3rd Owner,2003-01-27,998,5
Maruti,Zen Estilo 1.1 LXI BSIII,120000.0,80000,Petrol,Manual,2nd Owner,2007-10-07,1120,5
Chevrolet,Spark 1.0 LT Option Pack,130000.0,50000,Petrol,Manual,2nd Owner,2012-04-30,2179,7
Hyundai,Grand i10 1.2 Kappa Sportz Option,600000.0,15000,Petrol,Manual,1st Owner,2019-10-14,993,5
Hyundai,EON 1.0 Era Plus,295000.0,52552,Petrol,Manual,1st Owner,2014-08-07,1497,5
Hyundai,Grand i10 CRDi Asta,560000.0,63565,Diesel,Manual,1st Owner,2015-01-13,1598,5
Mahindra,Scorpio S10 7 Seater,1120000.0,154659,Diesel,Manual,1st Owner,2015-07-15,1956,5
Maruti,Zen LXI,75000.0,110000,Petrol,Manual,2nd Owner,2002-11-14,1591,5
Mahindra,XUV300 W6 Diesel,1050000.0,27850,Diesel,Manual,1st Owner,2020-12-18,1197,5
Skoda,Rapid 1.6 MPI Style BSIV,880000.0000000001,50000,Petrol,Manual,1st Owner,2018-10-23,2523,7
Jeep,Compass 2.0 Limited Option 4X4,1689999.9999999998,37000,Diesel,Manual,1st Owner,2017-08-15,1591,5
Hyundai,Verna 1.6 SX VTVT,430000.0,96384,Petrol,Manual,1st Owner,2011-05-08,1497,7
Hyundai,i20 1.2 Sportz,390000.0,66070,Petrol,Manual,1st Owner,2011-04-10,1497,5
Mahindra,Bolero ZLX,500000.0,77500,Diesel,Manual,1st Owner,2013-11-13,998,5
Hyundai,Verna VTVT 1.6 SX,830000.0000000001,76504,Petrol,Manual,1st Owner,2017-02-02,814,5
Honda,Mobilio V i-VTEC,615000.0,75763,Petrol,Manual,1st Owner,2014-01-28,1197,5
Honda,City E,515000.00000000006,58028,Petrol,Manual,1st Owner,2012-06-11,1498,5
Maruti,Wagon R VXI,430000.0,96909,Petrol,Manual,1st Owner,2015-10-16,998,5
Hyundai,EON Magna Plus Option,380000.0,49229,Petrol,Manual,1st Owner,2017-02-03,1197,5
Maruti,Swift VVT VXI,490000.00000000006,82113,Petrol,Manual,1st Owner,2014-06-16,1186,5
Maruti,Ciaz Delta 1.5,803999.9999999999,50140,Diesel,Manual,1st Owner,2019-10-02,1498,5
Maruti,Wagon R VXI BS IV,310000.0,89034,Petrol,Manual,1st Owner,2014-09-08,998,5
Hyundai,Grand i10 Asta,362000.0,141692,Petrol,Manual,1st Owner,2014-12-12,999,5
Hyundai,Grand i10 1.2 CRDi Era,475000.0,90000,Diesel,Manual,1st Owner,2017-10-18,2494,7
Honda,WR-V i-DTEC VX,832000.0,76407,Diesel,Manual,2nd Owner,2018-04-12,999,5
Maruti,Wagon R LXI CNG,245000.00000000003,103535,Cng,Manual,1st Owner,2012-09-15,1248,5
Nissan,Magnite XV,831000.0,10048,Petrol,Manual,1st Owner,2021-01-04,1248,5
Toyota,Innova 2.5 VX (Diesel) 7 Seater BS IV,784000.0,193707,Diesel,Manual,1st Owner,2013-09-18,2755,7
Renault,KWID 1.0 RXT Optional AT 2016-2019,318000.0,20987,Petrol,Automatic,1st Owner,2018-05-03,998,5
Maruti,Baleno Delta Diesel,690000.0,77000,Diesel,Manual,1st Owner,2018-11-20,1497,5
Maruti,Swift Dzire ZDI,780000.0,88000,Diesel,Manual,1st Owner,2017-07-06,796,5
Toyota,Innova Crysta 2.8 ZX AT BSIV,1770000.0,119000,Diesel,Automatic,1st Owner,2016-01-25,1086,5
Maruti,Alto K10 2010-2014 VXI,280000.0,56000,Petrol,Manual,1st Owner,2013-09-25,1598,5
Honda,City GXi,220000.00000000003,86000,Petrol,Manual,1st Owner,2006-01-05,998,5
Maruti,Alto 800 LXI,260000.0,68000,Petrol,Manual,1st Owner,2014-05-16,1248,5
Hyundai,Santro Xing GLS LPG,280000.0,76000,Lpg,Manual,1st Owner,2014-06-09,1197,5
Skoda,Rapid 1.6 MPI AT Style,505000.0,70354,Petrol,Automatic,2nd Owner,2016-09-17,1248,5
Maruti,Wagon R VXI,210000.0,117000,Petrol,Manual,1st Owner,2009-11-23,1493,5
Maruti,Vitara Brezza ZDi,980000.0000000001,65000,Diesel,Manual,1st Owner,2019-08-28,1493,5
Hyundai,Xcent 1.2 Kappa SX Option,549000.0,46865,Petrol,Manual,1st Owner,2017-02-01,1196,5
Maruti,Swift Dzire ZDI,542000.0,77932,Diesel,Manual,2nd Owner,2015-04-28,1495,5
Hyundai,Verna Transform SX VGT CRDi,256000.0,118215,Diesel,Manual,1st Owner,2010-03-13,998,5
Kia,Seltos HTX Plus D,1630999.9999999998,45873,Diesel,Manual,1st Owner,2020-03-17,1498,5
Maruti,Eeco 5 Seater AC BSIV,256000.0,115596,Petrol,Manual,1st Owner,2014-02-03,1198,5
Hyundai,Accent GLE,131000.0,69218,Petrol,Manual,1st Owner,2007-10-02,1197,5
Hyundai,Venue SX Plus Turbo DCT,1191000.0,26192,Petrol,Automatic,1st Owner,2020-09-23,1086,5
Ford,Ecosport 1.5 DV5 MT Ambiente,484000.0,90992,Diesel,Manual,2nd Owner,2014-02-22,1498,5
Volkswagen,Polo 1.2 MPI Highline,425000.0,42322,Petrol,Manual,2nd Owner,2014-09-19,1061,5
Hyundai,Grand i10 1.2 Kappa Sportz BSIV,581000.0,20064,Petrol,Manual,1st Owner,2019-11-10,1086,5
Hyundai,i10 Magna LPG,281000.0,37418,Lpg,Manual,1st Owner,2013-02-09,1497,5
Ford,Ecosport 1.5 Diesel Titanium BSIV,716000.0,86102,Diesel,Manual,1st Owner,2017-06-21,796,5
Maruti,Wagon R LXI Minor Duo LPG,110000.00000000001,105192,Lpg,Manual,3rd Owner,2008-06-02,1999,5
Hyundai,i10 Sportz 1.1L,334000.0,46895,Petrol,Manual,2nd Owner,2014-10-15,1199,5
Honda,City 1.5 S MT,290000.0,94135,Petrol,Manual,2nd Owner,2009-03-17,1462,5
Maruti,Alto LXi BSIII,94058.0,84278,Petrol,Manual,2nd Owner,2008-06-30,1498,5
Land,Rover Range Rover Evoque 2.0 S diesel 2020-2021,5052000.0,19150,Diesel,Automatic,1st Owner,2020-04-01,1396,5
Honda,Amaze VX Petrol,788000.0,22803,Petrol,Manual,1st Owner,2021-12-05,1197,5
Maruti,Vitara Brezza ZXI Plus,941000.0,35864,Petrol,Manual,2nd Owner,2020-04-27,1497,5
Skoda,Rapid 1.5 TDI Ambition,585000.0,48007,Diesel,Manual,2nd Owner,2015-04-09,1248,7
Hyundai,i20 Asta 1.4 CRDi,596000.0,98057,Diesel,Manual,2nd Owner,2016-07-16,1197,5
Maruti,Swift VXI,530000.0,17222,Petrol,Manual,1st Owner,2018-12-16,1248,5
Honda,City S,401000.0,77960,Petrol,Manual,2nd Owner,2012-06-27,1086,5
Maruti,Ertiga VDI,566000.0,105812,Diesel,Manual,3rd Owner,2015-04-26,998,5
Hyundai,Grand i10 1.2 Kappa Sportz Option,501999.99999999994,47180,Petrol,Manual,1st Owner,2017-01-25,814,5
Maruti,Swift VDI BSIV,250000.0,91865,Diesel,Manual,2nd Owner,2010-12-07,1995,5
Hyundai,Santro Xing GLS,121000.0,121761,Petrol,Manual,1st Owner,2008-05-06,1248,5
Maruti,Celerio ZXI AT,393000.0,44540,Petrol,Automatic,1st Owner,2015-08-28,1461,8
Hyundai,EON Era Plus,338000.0,27713,Petrol,Manual,1st Owner,2018-05-23,1193,5
BMW,X1 sDrive20d,1345000.0,83354,Diesel,Automatic,2nd Owner,2013-11-01,1798,5
Maruti,Vitara Brezza LDi Option,630000.0,118587,Diesel,Manual,1st Owner,2017-10-03,1197,5
Renault,Lodgy 110PS RxZ 8 Seater,612000.0,72318,Diesel,Manual,1st Owner,2016-01-25,1248,5
Tata,Indigo eGLX BS IV,150000.0,88579,Petrol,Manual,1st Owner,2010-12-24,1248,5
Toyota,Corolla Altis VL AT,1143000.0,69509,Petrol,Automatic,2nd Owner,2016-12-10,2982,7
Volkswagen,Vento 1.2 TSI Highline AT,737000.0,68012,Petrol,Automatic,2nd Owner,2017-06-27,999,5
Maruti,Swift Dzire ZDI Plus,775000.0,71250,Diesel,Manual,1st Owner,2017-06-29,1197,5
Maruti,Swift Dzire AMT VDI,646000.0,76268,Diesel,Automatic,2nd Owner,2017-11-26,1197,5
Toyota,Fortuner 3.0 Diesel,1052000.0,118649,Diesel,Manual,1st Owner,2011-05-14,1086,5
Volkswagen,Polo GT 1.0 TSI,884000.0,19319,Petrol,Automatic,1st Owner,2021-06-25,1998,5
Hyundai,i20 1.2 Asta,755000.0,69826,Petrol,Manual,1st Owner,2018-05-07,1086,5
Hyundai,i10 Magna,235000.0,43274,Petrol,Manual,1st Owner,2008-04-27,1956,6
Hyundai,i10 Magna 1.1L,289000.0,45950,Petrol,Manual,1st Owner,2013-07-05,1956,5
Chevrolet,Cruze LTZ,897000.0000000001,91649,Diesel,Manual,1st Owner,2016-03-26,1248,5
Hyundai,i10 Magna 1.1L,295000.0,56936,Petrol,Manual,1st Owner,2011-02-25,1399,5
MG,Hector Plus Smart Diesel MT,1795000.0,9000,Diesel,Manual,1st Owner,2021-05-05,1120,5
Jeep,Compass 2.0 Limited 4X4,1352000.0,120422,Diesel,Manual,1st Owner,2017-02-07,998,5
Tata,Bolt Quadrajet XM,315000.0,133659,Diesel,Manual,2nd Owner,2016-09-04,1497,5
Ford,Fiesta 1.4 SXi TDCi ABS,225000.0,80295,Diesel,Manual,1st Owner,2010-03-07,936,5
Hyundai,Grand i10 CRDi Sportz,483000.0,55259,Diesel,Manual,1st Owner,2016-03-19,1497,5
Maruti,Celerio X VXI BSIV,377000.0,54996,Petrol,Manual,2nd Owner,2019-11-07,998,5
Tata,Nexon XZ Plus Diesel S,1043000.0,30903,Diesel,Manual,1st Owner,2021-02-27,1396,5
Chevrolet,Beat Diesel LT,166000.0,77385,Diesel,Manual,2nd Owner,2011-09-15,1248,5
Honda,City ZX MT,390000.0,38733,Petrol,Manual,1st Owner,2019-08-08,1798,5
Maruti,Wagon R VXI BS IV,272000.0,51242,Petrol,Manual,1st Owner,2013-09-07,999,7
Hyundai,i20 1.4 Sportz,683000.0,79385,Diesel,Manual,2nd Owner,2018-12-23,1956,5
Maruti,Baleno 1.3 Delta,668000.0,57304,Diesel,Manual,2nd Owner,2018-11-19,1197,5
Toyota,Corolla Altis G,420000.0,106188,Petrol,Manual,1st Owner,2013-02-20,1197,5
Renault,Triber RXT,586000.0,57778,Petrol,Manual,1st Owner,2020-12-11,796,5
Jeep,Compass 2.0 Limited Option,1250000.0,64011,Diesel,Manual,1st Owner,2017-03-21,1461,5
Hyundai,Grand i10 Asta,360000.0,35315,Petrol,Manual,1st Owner,2013-12-10,1396,5
Hyundai,i20 Active 1.2 S,496000.0,15000,Petrol,Manual,1st Owner,2016-08-11,1199,5
Maruti,Alto 800 LXI,247000.00000000003,21461,Petrol,Manual,2nd Owner,2018-09-08,2953,7
Renault,Pulse RxZ Optional,280000.0,90000,Diesel,Manual,2nd Owner,2015-11-30,1197,5
Hyundai,Verna 1.4 VTVT,500000.0,42512,Petrol,Manual,1st Owner,2016-12-24,796,5
Honda,WR-V i-VTEC VX,575000.0,53580,Petrol,Manual,1st Owner,2017-03-29,1086,5
Ford,Endeavour 3.0L 4X4 AT,775000.0,25000,Diesel,Automatic,1st Owner,2011-12-02,2179,7
Hyundai,i20 Sportz,785000.0,1619,Petrol,Manual,1st Owner,2022-04-22,1956,5
Maruti,Alto 800 LXI,210000.0,45000,Petrol,Manual,1st Owner,2014-06-19,1198,5
Hyundai,i10 Era,175000.0,175000,Petrol,Manual,1st Owner,2010-02-04,2498,6
Mahindra,XUV500 W11 BSIV,1150000.0,64000,Diesel,Manual,1st Owner,2018-01-18,1197,5
Jeep,Compass 2.0 Longitude BSIV,1250000.0,17000,Diesel,Manual,1st Owner,2018-07-21,1497,5
Honda,Amaze EX i-Vtech,275000.0,48000,Petrol,Manual,1st Owner,2013-10-08,1197,5
Mahindra,Thar CRDe,750000.0,86000,Diesel,Manual,1st Owner,2018-11-29,624,4
Hyundai,i10 Sportz,235000.0,64000,Petrol,Manual,3rd Owner,2014-11-24,1196,5
Honda,City EXi,100000.0,84000,Petrol,Manual,1st Owner,2008-10-08,1197,5
Toyota,Etios Liva G SP,299000.0,45000,Petrol,Manual,1st Owner,2014-02-19,998,5
Tata,Nano Lx,60000.0,39000,Petrol,Manual,1st Owner,2010-11-15,2523,7
Maruti,Eeco 5 Seater AC BSIV,415000.00000000006,25000,Petrol,Manual,1st Owner,2019-10-04,1368,5
Maruti,Swift Dzire 1.2 Lxi BSIV,310000.0,55000,Petrol,Manual,1st Owner,2012-10-01,1591,5
Maruti,Wagon R VXI BS IV,350000.0,48000,Petrol,Manual,1st Owner,2017-10-29,1493,7
Mahindra,Scorpio S3 7 Seater,905000.0000000001,17001,Diesel,Manual,1st Owner,2019-08-24,1248,7
Jeep,Compass 1.4 Limited Plus,1654000.0,18000,Petrol,Automatic,2nd Owner,2019-04-08,1197,5
Hyundai,Verna 1.6 VTVT S Option,495000.0,42000,Petrol,Manual,1st Owner,2015-01-14,1997,7
Mahindra,Bolero Power Plus SLE,450000.0,176000,Diesel,Manual,1st Owner,2017-08-10,1598,5
Maruti,Ertiga ZDI,525000.0,55352,Diesel,Manual,1st Owner,2013-06-20,1997,7
Maruti,Swift Dzire VXI,624000.0,5000,Petrol,Manual,1st Owner,2020-10-19,1248,5
Mahindra,Scorpio 1.99 S10,1099000.0,56231,Diesel,Manual,1st Owner,2017-11-10,1956,5
Skoda,Rapid 1.6 MPI Ambition BSIV,750000.0,7000,Petrol,Manual,1st Owner,2019-01-16,1493,5
Mahindra,XUV500 1.99 FWD W8,500000.0,80000,Diesel,Manual,2nd Owner,2014-07-12,1197,5
Maruti,Swift Dzire Tour 1.3 S Diesel,400000.0,120000,Diesel,Manual,1st Owner,2018-04-10,796,5
Jeep,Compass 2.0 Limited Plus BSIV,1495000.0,22000,Diesel,Manual,1st Owner,2019-04-09,796,5
Hyundai,Accent VIVA CRDi,95000.0,83000,Diesel,Manual,2nd Owner,2005-09-09,1461,5
Hyundai,i20 Asta 1.2,300000.0,80000,Petrol,Manual,1st Owner,2013-07-05,1497,5
Maruti,Alto 800 LXI,190000.0,20000,Petrol,Manual,3rd Owner,2014-04-11,1497,5
Maruti,Omni MPI STD BSIV,120000.0,35000,Petrol,Manual,1st Owner,2013-09-17,1199,5
Renault,Duster 110PS Diesel RxL,465000.00000000006,60000,Diesel,Manual,1st Owner,2015-05-08,1197,5
Honda,City i VTEC VX,575000.0,67000,Petrol,Manual,1st Owner,2015-12-03,1498,5
Honda,City V MT,350000.0,65000,Petrol,Manual,1st Owner,2013-04-10,1399,5
Honda,Jazz V,525000.0,26000,Petrol,Manual,1st Owner,2018-03-27,1197,5
Hyundai,Xcent 1.2 Kappa S,350000.0,65000,Petrol,Manual,1st Owner,2015-02-27,1248,5
Maruti,Ciaz Delta 1.5,700000.0,35000,Diesel,Manual,1st Owner,2019-10-12,814,5
Ford,Figo Diesel EXI,160000.0,85000,Diesel,Manual,4th Owner,2011-10-15,1373,5
Hyundai,Grand i10 Sportz,285000.0,60000,Petrol,Manual,2nd Owner,2013-10-29,1798,5
Tata,Manza Aqua Quadrajet BS IV,175000.0,80000,Diesel,Manual,2nd Owner,2011-06-07,2523,7
Hyundai,EON Sportz,195000.0,60000,Petrol,Manual,1st Owner,2015-02-06,1956,7
Maruti,Ciaz AT ZXi,550000.0,430000,Petrol,Automatic,1st Owner,2015-06-10,1498,5
Toyota,Corolla Altis GL,295000.0,50000,Petrol,Manual,1st Owner,2011-08-26,2179,7
Mahindra,Bolero SLX,425000.0,120000,Diesel,Manual,1st Owner,2014-12-14,2354,5
Tata,New Safari XT,1698999.9999999998,18000,Diesel,Manual,1st Owner,2021-07-07,1197,5
Ford,Ecosport 1.5 DV5 MT Titanium Optional,449000.0,42130,Diesel,Manual,1st Owner,2014-10-10,1364,5
Mahindra,XUV500 W10 2WD,1100000.0,64000,Diesel,Manual,1st Owner,2017-11-22,1086,5
Honda,Accord 2.4 MT,325000.0,63000,Petrol,Manual,1st Owner,2009-05-27,1497,8
Hyundai,i20 Active 1.2 S,434999.99999999994,47000,Petrol,Manual,1st Owner,2015-08-27,1197,5
Toyota,Etios 2014-2016 GD,525000.0,67000,Diesel,Manual,1st Owner,2016-05-11,1582,5
Hyundai,Santro Xing GL,150000.0,40000,Petrol,Manual,1st Owner,2008-11-29,1591,5
Mahindra,Marazzo M8 8Str,800000.0,99000,Diesel,Manual,1st Owner,2019-12-11,1061,5
Hyundai,i20 Magna,685000.0,7500,Petrol,Manual,1st Owner,2021-02-16,1086,5
Hyundai,Verna 1.6 SX,295000.0,50000,Diesel,Manual,1st Owner,2012-05-29,1086,5
Hyundai,Verna 1.6 VTVT S,625000.0,41000,Petrol,Manual,1st Owner,2017-02-20,1956,5
Maruti,Estilo LXI,125000.0,50000,Petrol,Manual,1st Owner,2009-09-13,1591,5
Hyundai,Santro Xing GL Plus,175000.0,15000,Petrol,Manual,1st Owner,2012-08-29,1198,5
Hyundai,Santro Xing GL,85000.0,40000,Petrol,Manual,3rd Owner,2008-07-17,1199,5
Tata,Harrier XZ BSIV,1300000.0,20000,Diesel,Manual,2nd Owner,2019-07-19,1598,5
Hyundai,Verna 1.6 VTVT S,500000.0,29000,Petrol,Manual,1st Owner,2016-05-06,1373,5
Honda,Brio S MT,285000.0,13000,Petrol,Manual,1st Owner,2013-08-05,1497,5
Honda,Amaze S Petrol BSIV,535000.0,27000,Petrol,Manual,1st Owner,2019-07-10,1497,7
Volkswagen,Vento Petrol Comfortline,325000.0,50000,Petrol,Manual,1st Owner,2013-10-08,1248,5
Maruti,Ciaz 1.4 Sigma,500000.0,48000,Petrol,Manual,1st Owner,2017-09-04,1582,5
Honda,City i VTEC VX,775000.0,39000,Petrol,Manual,1st Owner,2017-07-03,1798,7
Honda,City i VTEC CVT VX,800000.0,41000,Petrol,Automatic,1st Owner,2017-04-18,1248,5
Maruti,Ertiga VDI Limited Edition,465000.00000000006,74988,Diesel,Manual,1st Owner,2012-01-07,814,5
Hyundai,Verna CRDi 1.6 EX,723000.0,24494,Diesel,Manual,1st Owner,2018-02-20,1197,7
Toyota,Corolla Altis JS MT,800000.0,26000,Petrol,Manual,1st Owner,2017-04-30,1498,5
Maruti,Ertiga VDI,465000.00000000006,80000,Diesel,Manual,1st Owner,2014-12-21,1198,5
Hyundai,EON D Lite Plus,130000.0,60000,Petrol,Manual,2nd Owner,2012-01-13,998,7
Maruti,Swift VXI,300000.0,60000,Petrol,Manual,2nd Owner,2013-04-07,999,5
Maruti,Ertiga 1.5 ZDI,645000.0,44304,Diesel,Manual,1st Owner,2015-07-15,1497,5
Honda,Amaze SX i-VTEC,365000.0,32000,Petrol,Manual,1st Owner,2014-11-11,814,5
Maruti,S-Presso VXI 2019-2022,430000.0,24531,Petrol,Manual,1st Owner,2020-02-12,1197,5
Renault,Triber RXT,580000.0,35000,Petrol,Manual,1st Owner,2020-01-18,814,5
Honda,City i VTEC CVT VX,525000.0,73000,Petrol,Automatic,1st Owner,2015-06-16,1193,5
Hyundai,EON Sportz,254999.99999999997,31000,Petrol,Manual,1st Owner,2015-08-24,1197,5
Maruti,Swift VXi BSIV,247000.00000000003,43000,Petrol,Manual,1st Owner,2011-12-30,1248,6
Hyundai,EON Magna Plus,357000.0,5000,Petrol,Manual,1st Owner,2018-12-28,1198,5
Tata,Indigo eGLS BS IV,125000.0,25000,Petrol,Manual,1st Owner,2010-03-12,1497,5
Hyundai,Grand i10 Magna,400000.0,90000,Petrol,Manual,1st Owner,2017-04-26,1197,5
Maruti,Ciaz ZDi Plus SHVS,565000.0,56150,Diesel,Manual,1st Owner,2016-07-20,1197,5
Mahindra,KUV 100 NXT D75 K8 Dual Tone,360000.0,20000,Diesel,Manual,2nd Owner,2017-09-12,1198,8
Honda,City i VTEC VX,490000.00000000006,60000,Petrol,Manual,2nd Owner,2015-10-17,2494,5
Hyundai,Xcent Prime T Plus CNG BSIV,400000.0,70000,Cng,Manual,1st Owner,2017-10-10,1199,5
Maruti,Baleno 1.2 Delta,450000.0,25000,Petrol,Manual,1st Owner,2019-10-12,796,5
Datsun,GO T BSIV,160000.0,25000,Petrol,Manual,1st Owner,2014-06-03,1497,5
Toyota,Innova 2.5 V Diesel 8-seater,850000.0,18000,Diesel,Manual,1st Owner,2009-03-30,1248,7
Tata,Punch Adventure,650000.0,12000,Petrol,Manual,1st Owner,2021-03-31,2179,5
Maruti,Alto 800 VXI,231000.0,15000,Petrol,Manual,2nd Owner,2017-03-10,1498,5
Honda,City S,350000.0,55000,Petrol,Manual,1st Owner,2013-08-17,1997,5
Maruti,Swift Dzire LDI,229999.99999999997,70000,Diesel,Manual,2nd Owner,2013-06-22,1198,5
Mahindra,Scorpio VLX 2WD 7S BSIV,350000.0,300000,Diesel,Manual,2nd Owner,2011-07-03,1197,5
Honda,City i DTEC V,400000.0,52314,Diesel,Manual,1st Owner,2014-07-05,1498,5
Land,Rover Range Rover Velar R-Dynamic S Petrol,7150000.0,19000,Petrol,Automatic,1st Owner,2020-07-16,998,5
Nissan,Micra XV CVT,325000.0,16937,Petrol,Automatic,1st Owner,2017-11-24,1197,5
Maruti,Baleno 1.2 CVT Delta,450000.0,25000,Petrol,Automatic,1st Owner,2019-11-11,1399,5
Volkswagen,Ameo 1.5 TDI Highline AT 16 Alloy,470000.0,40000,Diesel,Automatic,2nd Owner,2017-09-10,1086,5
Maruti,Wagon R Stingray VXI Optional,280000.0,70000,Petrol,Manual,1st Owner,2015-10-10,1197,7
Hyundai,Xcent 1.2 Kappa S Option,320000.0,46000,Petrol,Manual,1st Owner,2015-02-19,1493,5
Ford,Figo Diesel Titanium,125000.0,70000,Diesel,Manual,1st Owner,2011-08-16,1461,5
Hyundai,i10 Era,130000.0,40000,Petrol,Manual,3rd Owner,2009-12-25,998,7
Hyundai,i20 Sportz Plus BSIV,580000.0,17500,Petrol,Manual,2nd Owner,2019-11-12,2982,7
Mahindra,Bolero Power Plus SLX,480000.0,70000,Diesel,Manual,2nd Owner,2017-07-05,2982,5
Renault,Scala Diesel RxZ,300000.0,67000,Diesel,Manual,4th Owner,2013-03-20,1248,5
Maruti,Wagon R VXI BS IV,350000.0,20000,Petrol,Manual,2nd Owner,2016-03-29,995,5
Toyota,Fortuner 4x2 AT,1400000.0,120000,Diesel,Automatic,3rd Owner,2015-02-17,998,5
Toyota,Fortuner 4x2 AT,1300000.0,120000,Diesel,Automatic,4th Owner,2015-08-30,998,5
Tata,Zest Quadrajet 1.3 75PS XE,250000.0,100000,Diesel,Manual,1st Owner,2018-11-09,1248,7
Chevrolet,Spark 1.0 LS,80000.0,30000,Petrol,Manual,2nd Owner,2010-11-07,1498,5
Hyundai,EON 1.0 Magna Plus Option O,300000.0,15000,Petrol,Manual,1st Owner,2017-02-20,796,6
Maruti,Wagon R VXI BS IV,190000.0,30000,Petrol,Manual,2nd Owner,2012-09-24,1956,5
Maruti,Vitara Brezza VDi,700000.0,40000,Diesel,Manual,1st Owner,2019-02-06,1193,5
Mahindra,Bolero B6 Opt,850000.0,50000,Diesel,Manual,1st Owner,2020-11-16,1199,5
Maruti,Alto LX,80000.0,70000,Petrol,Manual,2nd Owner,2002-03-11,1193,5
Tata,New Safari XZ Plus Gold 6 Str,2200000.0,5000,Diesel,Manual,1st Owner,2022-09-02,1591,5
Tata,Zest Revotron 1.2 XT,450000.0,15000,Petrol,Manual,1st Owner,2015-02-09,1582,5
Honda,WR-V i-VTEC VX,850000.0,60000,Petrol,Manual,1st Owner,2019-11-01,1197,5
Tata,Bolt Revotron XT,300000.0,50000,Petrol,Manual,1st Owner,2015-04-29,1461,5
Hyundai,Verna 1.6 SX VTVT,461000.00000000006,46000,Petrol,Manual,1st Owner,2014-12-13,814,5
Hyundai,Verna 1.6 CRDi EX MT,430999.99999999994,55000,Diesel,Manual,1st Owner,2014-10-05,1396,5
Hyundai,Xcent 1.2 Kappa SX,350000.0,50000,Petrol,Manual,2nd Owner,2014-02-22,1198,5
Renault,Scala Diesel RxZ,250000.0,6400,Diesel,Manual,2nd Owner,2013-09-09,1197,7
Hyundai,EON D Lite Plus,160000.0,40000,Petrol,Manual,2nd Owner,2015-09-15,1997,5
Tata,Indigo CR4,165000.0,20000,Diesel,Manual,2nd Owner,2011-09-04,998,5
Honda,Amaze VX i-VTEC,380000.0,60000,Petrol,Manual,1st Owner,2017-01-01,1197,5
Maruti,Wagon R ZXI AMT 1.2,525000.0,40000,Petrol,Automatic,1st Owner,2020-11-10,1582,5
Mahindra,Scorpio 1.99 S10,750000.0,130000,Diesel,Manual,1st Owner,2015-02-01,1461,5
Maruti,Wagon R VXI Plus,315000.0,30000,Petrol,Manual,2nd Owner,2017-04-28,1498,5
Hyundai,Venue S,741000.0,15000,Petrol,Manual,1st Owner,2021-12-17,1497,5
Hyundai,Verna CRDi 1.6 SX,860000.0,40000,Diesel,Manual,1st Owner,2019-10-28,1197,5
Renault,Duster 85PS Diesel RxS,675000.0,50000,Diesel,Manual,1st Owner,2017-02-19,1197,5
Honda,Amaze EX i-Dtech,265000.0,120000,Diesel,Manual,2nd Owner,2013-03-04,1396,5
Kia,Seltos HTX G,1200000.0,10000,Petrol,Manual,1st Owner,2020-12-15,1199,7
Hyundai,i10 Magna,135000.0,75000,Petrol,Manual,3rd Owner,2009-03-03,999,5
Hyundai,i10 Magna 1.2 iTech SE,95000.0,50000,Petrol,Manual,4th Owner,2008-12-27,1199,5
Tata,Indigo LS TDI BSIII,110000.00000000001,120000,Diesel,Manual,3rd Owner,2010-05-18,1461,5
Tata,Tiago 1.2 Revotron XB,310000.0,50000,Petrol,Manual,1st Owner,2018-03-29,1197,7
Renault,Triber RXE,550000.0,5000,Petrol,Manual,1st Owner,2020-01-27,2494,5
Volkswagen,Polo Diesel Comfortline 1.2L,180000.0,80000,Diesel,Manual,4th Owner,2010-07-26,1396,5
Maruti,Swift Dzire VXI,610000.0,30000,Petrol,Manual,1st Owner,2020-09-01,2179,5
Toyota,Innova 2.5 EV Diesel MS 7 Str BSIII,180000.0,120000,Diesel,Manual,3rd Owner,2005-03-01,796,5
Tata,Indigo LS (TDI) BS III,89000.0,40000,Diesel,Manual,1st Owner,2008-02-26,1197,5
Hyundai,i10 Magna 1.2 iTech SE,120000.0,70000,Petrol,Manual,2nd Owner,2008-12-11,1248,5
Mahindra,XUV500 W6 2WD,738000.0,120000,Diesel,Manual,1st Owner,2014-08-24,1197,5
Maruti,Alto 800 VXI,428000.0,5000,Petrol,Manual,1st Owner,2022-04-24,1197,5
Maruti,Baleno Delta,525000.0,35000,Petrol,Manual,1st Owner,2019-11-14,998,5
Maruti,Vitara Brezza VDi Option,600000.0,40000,Diesel,Manual,1st Owner,2017-12-16,1248,5
Hyundai,i20 Asta Option 1.2,520000.0,20000,Petrol,Manual,1st Owner,2017-09-07,1498,5
Maruti,Baleno 1.2 Sigma,420000.0,80000,Petrol,Manual,1st Owner,2017-07-29,814,5
Maruti,Wagon R LXI BS IV,370000.0,15000,Petrol,Manual,1st Owner,2013-12-05,796,5
Maruti,Vitara Brezza VDi,545000.0,70000,Diesel,Manual,2nd Owner,2017-04-03,1197,5
Honda,Amaze S i-DTEC,400000.0,120000,Diesel,Manual,1st Owner,2016-05-05,1399,5
Hyundai,EON D Lite Plus,229999.99999999997,25000,Petrol,Manual,2nd Owner,2018-09-29,1498,5
Maruti,Alto 800 LXI,250000.0,25000,Petrol,Manual,1st Owner,2015-04-04,1248,5
